Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","44,967,292.29","0.11","44,967,292.29","163,869.00","274.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","44,618,202.44","0.11","44,618,202.44","406,063.00","109.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","44,159,023.18","0.11","44,159,023.18","161,654.00","273.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","43,983,664.04","0.11","43,983,664.04","1,399,862.00","31.42","United States","NASDAQ","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","43,721,951.84","0.11","43,721,951.84","171,836.00","254.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","43,724,153.76","0.11","43,724,153.76","77,488.00","564.27","United States","NASDAQ","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","43,471,119.12","0.11","43,471,119.12","827,706.00","52.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","43,395,785.59","0.11","43,395,785.59","607,699.00","71.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","43,263,673.20","0.11","43,263,673.20","164,120.00","263.61","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","43,176,882.68","0.11","43,176,882.68","173,918.00","248.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","41,454,541.26","0.10","41,454,541.26","240,651.00","172.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","41,144,767.62","0.10","41,144,767.62","400,202.00","102.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","40,605,719.16","0.10","40,605,719.16","1,040,372.00","39.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","40,546,152.30","0.10","40,546,152.30","164,621.00","246.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","39,829,851.28","0.10","39,829,851.28","310,298.00","128.36","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","39,708,123.64","0.10","39,708,123.64","623,068.00","63.73","United States","NASDAQ","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","39,595,137.93","0.10","39,595,137.93","386,181.00","102.53","United States","NASDAQ","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","39,450,234.08","0.10","39,450,234.08","1,412,974.00","27.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","39,350,124.42","0.10","39,350,124.42","246,354.00","159.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","39,335,676.48","0.10","39,335,676.48","190,248.00","206.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","38,516,821.20","0.10","38,516,821.20","972,647.00","39.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","38,478,207.90","0.10","38,478,207.90","235,730.00","163.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","38,421,287.19","0.10","38,421,287.19","52,611.00","730.29","United States","NASDAQ","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","37,816,145.00","0.10","37,816,145.00","148,625.00","254.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","37,780,590.25","0.10","37,780,590.25","451,975.00","83.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","37,587,296.07","0.10","37,587,296.07","162,147.00","231.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","37,250,864.32","0.09","37,250,864.32","154,082.00","241.76","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","37,239,770.80","0.09","37,239,770.80","232,865.00","159.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","36,652,570.86","0.09","36,652,570.86","232,833.00","157.42","United States","NASDAQ","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","36,608,594.28","0.09","36,608,594.28","147,117.00","248.84","United States","NASDAQ","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","36,492,350.53","0.09","36,492,350.53","125,537.00","290.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","36,392,345.76","0.09","36,392,345.76","209,368.00","173.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","36,258,560.16","0.09","36,258,560.16","449,412.00","80.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","36,222,888.96","0.09","36,222,888.96","220,656.00","164.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","35,947,889.40","0.09","35,947,889.40","105,810.00","339.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","35,889,505.15","0.09","35,889,505.15","460,417.00","77.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","35,722,827.88","0.09","35,722,827.88","633,833.00","56.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","35,561,820.80","0.09","35,561,820.80","69,740.00","509.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","35,377,940.94","0.09","35,377,940.94","160,619.00","220.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","35,173,375.86","0.09","35,173,375.86","373,034.00","94.29","United States","NASDAQ","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","35,070,504.04","0.09","35,070,504.04","114,602.00","306.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","34,851,080.32","0.09","34,851,080.32","717,248.00","48.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","34,753,153.69","0.09","34,753,153.69","498,539.00","69.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","34,547,491.20","0.09","34,547,491.20","240,180.00","143.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SCHLUMBERGER NV","Energy","Equity","34,529,308.56","0.09","34,529,308.56","1,025,217.00","33.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","34,448,358.72","0.09","34,448,358.72","31,728.00","1,085.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","34,376,247.44","0.09","34,376,247.44","299,758.00","114.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","34,170,868.00","0.09","34,170,868.00","829,390.00","41.20","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","34,076,797.94","0.09","34,076,797.94","608,297.00","56.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","33,997,649.78","0.09","33,997,649.78","33,997,650.00","100.00","United States","-","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","33,982,284.42","0.09","33,982,284.42","47,529.00","714.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","33,620,196.72","0.09","33,620,196.72","138,116.00","243.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","33,223,314.05","0.08","33,223,314.05","33,223,314.00","1.00","United States","-","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","33,086,186.16","0.08","33,086,186.16","419,556.00","78.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","32,963,582.94","0.08","32,963,582.94","424,078.00","77.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","32,938,076.70","0.08","32,938,076.70","1,396,865.00","23.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","32,804,012.67","0.08","32,804,012.67","236,119.00","138.93","United States","NASDAQ","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","32,683,528.98","0.08","32,683,528.98","635,619.00","51.42","United States","NASDAQ","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","32,592,589.60","0.08","32,592,589.60","512,140.00","63.64","United States","NASDAQ","USD","1.00","USD","-"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","32,335,344.82","0.08","32,335,344.82","381,358.00","84.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","32,314,473.92","0.08","32,314,473.92","99,472.00","324.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","32,266,833.92","0.08","32,266,833.92","102,656.00","314.32","United States","NASDAQ","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","32,195,987.20","0.08","32,195,987.20","480,896.00","66.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","31,955,156.97","0.08","31,955,156.97","336,831.00","94.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","31,891,386.00","0.08","31,891,386.00","729,780.00","43.70","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","31,707,188.10","0.08","31,707,188.10","315,966.00","100.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","31,198,966.75","0.08","31,198,966.75","487,865.00","63.95","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","31,194,524.00","0.08","31,194,524.00","55,114.00","566.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","30,831,883.59","0.08","30,831,883.59","393,917.00","78.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","30,785,573.70","0.08","30,785,573.70","920,346.00","33.45","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","30,424,667.70","0.08","30,424,667.70","59,014.00","515.55","United States","NASDAQ","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","30,208,191.44","0.08","30,208,191.44","167,786.00","180.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","29,831,329.28","0.08","29,831,329.28","106,907.00","279.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","29,608,509.24","0.07","29,608,509.24","229,239.00","129.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","29,585,527.92","0.07","29,585,527.92","205,398.00","144.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","29,297,030.14","0.07","29,297,030.14","2,866,637.00","10.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","29,299,499.80","0.07","29,299,499.80","363,292.00","80.65","United States","NASDAQ","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","28,998,375.81","0.07","28,998,375.81","417,423.00","69.47","United States","NASDAQ","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","28,989,436.41","0.07","28,989,436.41","128,619.00","225.39","United States","NASDAQ","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","28,966,835.00","0.07","28,966,835.00","17,191.00","1,685.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","28,808,873.40","0.07","28,808,873.40","362,148.00","79.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","28,195,420.22","0.07","28,195,420.22","2,351,578.00","11.99","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","28,116,508.70","0.07","28,116,508.70","259,210.00","108.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","27,828,588.06","0.07","27,828,588.06","223,218.00","124.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","27,726,051.40","0.07","27,726,051.40","554,965.00","49.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","27,582,601.80","0.07","27,582,601.80","289,855.00","95.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","27,406,139.44","0.07","27,406,139.44","191,866.00","142.84","United States","NASDAQ","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","27,394,644.10","0.07","27,394,644.10","93,529.00","292.90","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","27,340,647.25","0.07","27,340,647.25","209,909.00","130.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","27,157,676.40","0.07","27,157,676.40","176,360.00","153.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","27,148,543.94","0.07","27,148,543.94","260,218.00","104.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","27,122,500.72","0.07","27,122,500.72","725,977.00","37.36","United States","NASDAQ","USD","1.00","USD","-"
