Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","26,519,270.00","0.07","26,519,270.00","67,000.00","395.81","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","26,120,404.32","0.07","26,120,404.32","252,664.00","103.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","25,996,201.60","0.07","25,996,201.60","106,055.00","245.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","25,806,938.85","0.07","25,806,938.85","81,945.00","314.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","25,764,687.00","0.07","25,764,687.00","220,211.00","117.00","United States","NASDAQ","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","25,722,215.42","0.07","25,722,215.42","356,906.00","72.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","25,665,824.09","0.06","25,665,824.09","96,739.00","265.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","25,454,428.68","0.06","25,454,428.68","309,063.00","82.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","25,284,714.96","0.06","25,284,714.96","347,604.00","72.74","United States","NASDAQ","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","25,190,961.60","0.06","25,190,961.60","405,260.00","62.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","25,143,349.35","0.06","25,143,349.35","78,659.00","319.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","25,118,308.38","0.06","25,118,308.38","301,251.00","83.38","United States","NASDAQ","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","24,935,279.55","0.06","24,935,279.55","123,779.00","201.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","24,894,182.79","0.06","24,894,182.79","157,071.00","158.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","24,564,345.60","0.06","24,564,345.60","260,768.00","94.20","United States","NASDAQ","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","24,368,608.18","0.06","24,368,608.18","769,454.00","31.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","24,351,415.04","0.06","24,351,415.04","44,398.00","548.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","24,321,752.42","0.06","24,321,752.42","205,646.00","118.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","24,314,626.80","0.06","24,314,626.80","229,340.00","106.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","24,276,844.80","0.06","24,276,844.80","324,210.00","74.88","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","24,039,649.96","0.06","24,039,649.96","283,286.00","84.86","United States","NASDAQ","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","24,011,541.35","0.06","24,011,541.35","292,289.00","82.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","23,907,121.76","0.06","23,907,121.76","117,232.00","203.93","United States","NASDAQ","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","23,781,250.86","0.06","23,781,250.86","54,598.00","435.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","23,627,209.55","0.06","23,627,209.55","426,715.00","55.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","23,617,633.92","0.06","23,617,633.92","208,489.00","113.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","23,619,134.47","0.06","23,619,134.47","330,199.00","71.53","United States","NASDAQ","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","23,402,769.35","0.06","23,402,769.35","88,967.00","263.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPNG","COUPANG INC CLASS A","Consumer Discretionary","Equity","23,390,115.84","0.06","23,390,115.84","838,656.00","27.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","23,149,925.76","0.06","23,149,925.76","34,008.00","680.72","United States","NASDAQ","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","23,054,850.00","0.06","23,054,850.00","73,125.00","315.28","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","22,902,006.60","0.06","22,902,006.60","151,860.00","150.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","22,802,359.36","0.06","22,802,359.36","200,672.00","113.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","22,758,840.78","0.06","22,758,840.78","140,478.00","162.01","United States","NASDAQ","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","22,759,865.04","0.06","22,759,865.04","112,206.00","202.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","22,739,079.50","0.06","22,739,079.50","468,847.00","48.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","22,580,270.13","0.06","22,580,270.13","146,179.00","154.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","22,379,806.08","0.06","22,379,806.08","302,144.00","74.07","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","22,314,762.99","0.06","22,314,762.99","384,009.00","58.11","United States","NASDAQ","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","22,219,016.60","0.06","22,219,016.60","57,332.00","387.55","United States","NASDAQ","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","22,191,252.60","0.06","22,191,252.60","134,574.00","164.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","22,078,332.08","0.06","22,078,332.08","120,673.00","182.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","22,008,846.36","0.06","22,008,846.36","175,146.00","125.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","21,694,741.42","0.05","21,694,741.42","146,854.00","147.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","21,578,237.29","0.05","21,578,237.29","399,671.00","53.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","21,159,284.10","0.05","21,159,284.10","102,705.00","206.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","20,886,385.22","0.05","20,886,385.22","302,789.00","68.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANSS","ANSYS INC","Information Technology","Equity","20,812,858.14","0.05","20,812,858.14","63,311.00","328.74","United States","NASDAQ","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","20,777,100.75","0.05","20,777,100.75","35,931.00","578.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","20,710,114.92","0.05","20,710,114.92","366,421.00","56.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","20,685,384.60","0.05","20,685,384.60","211,507.00","97.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","20,628,763.20","0.05","20,628,763.20","212,580.00","97.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","20,509,724.04","0.05","20,509,724.04","85,557.00","239.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","20,497,865.46","0.05","20,497,865.46","494,401.00","41.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","20,486,221.16","0.05","20,486,221.16","113,996.00","179.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","20,478,106.62","0.05","20,478,106.62","150,287.00","136.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","20,186,151.72","0.05","20,186,151.72","142,618.00","141.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","20,149,344.02","0.05","20,149,344.02","126,997.00","158.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","20,072,639.36","0.05","20,072,639.36","87,242.00","230.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","19,498,264.20","0.05","19,498,264.20","303,948.00","64.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","19,469,980.20","0.05","19,469,980.20","174,306.00","111.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","19,377,672.48","0.05","19,377,672.48","167,511.00","115.68","United States","NASDAQ","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","19,192,294.92","0.05","19,192,294.92","274,254.00","69.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","19,100,258.80","0.05","19,100,258.80","390,040.00","48.97","United States","NASDAQ","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","18,898,849.97","0.05","18,898,849.97","137,137.00","137.81","United States","NASDAQ","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","18,823,856.72","0.05","18,823,856.72","169,112.00","111.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","18,748,766.25","0.05","18,748,766.25","238,625.00","78.57","United States","NASDAQ","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","18,696,979.44","0.05","18,696,979.44","487,917.00","38.32","United States","NASDAQ","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","18,491,471.43","0.05","18,491,471.43","192,279.00","96.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","18,488,969.98","0.05","18,488,969.98","169,717.00","108.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","18,412,049.66","0.05","18,412,049.66","534,923.00","34.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","18,407,058.56","0.05","18,407,058.56","130,528.00","141.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","18,308,885.40","0.05","18,308,885.40","101,322.00","180.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","18,242,769.30","0.05","18,242,769.30","380,454.00","47.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","18,185,652.45","0.05","18,185,652.45","85,095.00","213.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","18,104,040.52","0.05","18,104,040.52","178,823.00","101.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","18,021,115.04","0.05","18,021,115.04","78,271.00","230.24","United States","NASDAQ","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","17,863,728.78","0.05","17,863,728.78","251,354.00","71.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","17,832,880.64","0.05","17,832,880.64","99,248.00","179.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","17,734,084.55","0.04","17,734,084.55","97,253.00","182.35","United States","NASDAQ","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","17,692,727.58","0.04","17,692,727.58","15,081.00","1,173.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","17,677,414.06","0.04","17,677,414.06","166,658.00","106.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","17,642,739.80","0.04","17,642,739.80","1,757,245.00","10.04","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","17,590,265.00","0.04","17,590,265.00","71,797.00","245.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","17,565,439.68","0.04","17,565,439.68","30,726.00","571.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","17,451,550.40","0.04","17,451,550.40","9,140.00","1,909.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","17,426,126.64","0.04","17,426,126.64","76,686.00","227.24","United States","Cboe BZX","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","17,399,436.88","0.04","17,399,436.88","177,292.00","98.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","17,387,018.74","0.04","17,387,018.74","643,487.00","27.02","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","17,389,820.22","0.04","17,389,820.22","468,602.00","37.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","17,380,560.00","0.04","17,380,560.00","416,800.00","41.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","17,348,279.02","0.04","17,348,279.02","112,403.00","154.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","17,258,924.64","0.04","17,258,924.64","745,204.00","23.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","17,059,476.20","0.04","17,059,476.20","266,180.00","64.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","17,016,517.56","0.04","17,016,517.56","105,483.00","161.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","17,001,904.77","0.04","17,001,904.77","67,707.00","251.11","United States","NASDAQ","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","16,949,957.15","0.04","16,949,957.15","679,357.00","24.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","16,937,734.25","0.04","16,937,734.25","959,645.00","17.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","16,785,392.25","0.04","16,785,392.25","111,925.00","149.97","United States","NASDAQ","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","16,771,862.17","0.04","16,771,862.17","346,741.00","48.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","16,693,774.44","0.04","16,693,774.44","33,556.00","497.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","16,594,085.25","0.04","16,594,085.25","284,877.00","58.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","16,538,540.40","0.04","16,538,540.40","1,052,070.00","15.72","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","16,504,451.70","0.04","16,504,451.70","375,870.00","43.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","16,453,199.25","0.04","16,453,199.25","50,805.00","323.85","United States","NASDAQ","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","16,360,799.49","0.04","16,360,799.49","13,653.00","1,198.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","16,302,180.99","0.04","16,302,180.99","49,459.00","329.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","16,178,028.84","0.04","16,178,028.84","60,213.00","268.68","United States","NASDAQ","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","15,952,218.10","0.04","15,952,218.10","76,217.00","209.30","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","15,803,624.88","0.04","15,803,624.88","213,678.00","73.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","15,739,350.00","0.04","15,739,350.00","190,780.00","82.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","15,671,681.90","0.04","15,671,681.90","115,106.00","136.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","15,529,086.68","0.04","15,529,086.68","39,122.00","396.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","15,485,771.24","0.04","15,485,771.24","159,532.00","97.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","15,480,675.60","0.04","15,480,675.60","33,060.00","468.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","15,414,442.12","0.04","15,414,442.12","275,849.00","55.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","15,344,160.00","0.04","15,344,160.00","8,320.00","1,844.25","United States","NASDAQ","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","15,328,495.00","0.04","15,328,495.00","191,750.00","79.94","United States","NASDAQ","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","15,215,367.20","0.04","15,215,367.20","42,824.00","355.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","15,195,852.00","0.04","15,195,852.00","61,584.00","246.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","15,087,242.25","0.04","15,087,242.25","159,975.00","94.31","United States","NASDAQ","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","15,085,812.30","0.04","15,085,812.30","216,906.00","69.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","15,068,371.92","0.04","15,068,371.92","140,406.00","107.32","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","15,052,778.60","0.04","15,052,778.60","1,657,795.00","9.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","15,004,750.50","0.04","15,004,750.50","447,903.00","33.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","14,764,002.75","0.04","14,764,002.75","358,785.00","41.15","United States","NASDAQ","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","14,670,059.66","0.04","14,670,059.66","509,554.00","28.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","14,641,062.04","0.04","14,641,062.04","434,324.00","33.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","14,641,140.90","0.04","14,641,140.90","88,386.00","165.65","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","14,591,608.38","0.04","14,591,608.38","147,078.00","99.21","United States","NASDAQ","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Communication","Equity","14,531,121.76","0.04","14,531,121.76","152,254.00","95.44","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","14,531,661.83","0.04","14,531,661.83","88,333.00","164.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","14,492,573.42","0.04","14,492,573.42","147,073.00","98.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","14,450,795.04","0.04","14,450,795.04","2,036.00","7,097.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","14,408,561.93","0.04","14,408,561.93","85,801.00","167.93","United States","NASDAQ","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","14,395,410.00","0.04","14,395,410.00","97,596.00","147.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","14,345,775.60","0.04","14,345,775.60","665,080.00","21.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","14,321,879.45","0.04","14,321,879.45","33,955.00","421.79","United States","NASDAQ","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","14,197,877.76","0.04","14,197,877.76","336,124.00","42.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","14,199,257.31","0.04","14,199,257.31","456,421.00","31.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","14,155,657.95","0.04","14,155,657.95","186,627.00","75.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","14,150,102.80","0.04","14,150,102.80","59,695.00","237.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","14,108,935.50","0.04","14,108,935.50","106,282.00","132.75","United States","NASDAQ","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","14,099,373.84","0.04","14,099,373.84","185,323.00","76.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","14,019,140.73","0.04","14,019,140.73","27,307.00","513.39","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","14,004,412.00","0.04","14,004,412.00","81,421.00","172.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","13,867,980.00","0.04","13,867,980.00","133,500.00","103.88","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","13,778,835.15","0.03","13,778,835.15","181,659.00","75.85","United States","NASDAQ","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","13,694,722.44","0.03","13,694,722.44","525,911.00","26.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","13,424,718.84","0.03","13,424,718.84","143,826.00","93.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","13,362,748.00","0.03","13,362,748.00","23,464.00","569.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","13,332,078.20","0.03","13,332,078.20","183,764.00","72.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","13,323,208.50","0.03","13,323,208.50","310,275.00","42.94","United States","NASDAQ","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","13,304,271.46","0.03","13,304,271.46","428,341.00","31.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","13,302,561.16","0.03","13,302,561.16","169,589.00","78.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","13,232,016.98","0.03","13,232,016.98","146,081.00","90.58","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","13,221,929.00","0.03","13,221,929.00","84,892.00","155.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","13,223,692.44","0.03","13,223,692.44","339,156.00","38.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","13,181,528.05","0.03","13,181,528.05","83,401.00","158.05","United States","NASDAQ","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","13,184,689.90","0.03","13,184,689.90","250,898.00","52.55","United States","NASDAQ","USD","1.00","USD","-"
